idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,test_auc,test_acc,val_auc,val_acc
72,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.82960992087608,73.76558603491273,74.4139650872818,92.5599145354848
73,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.56549233743061,73.71571072319202,73.56608478802993,92.87286981610924
74,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.28572951855986,74.61346633416458,74.96259351620948,92.90254403566827
75,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.5152498653806,74.11471321695761,73.61596009975062,92.99179003387579
76,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.94257887615176,73.26683291770574,74.3142144638404,92.57870508877414
77,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.66266666290575,74.3142144638404,74.0149625935162,92.76216968439165
78,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.77723337041563,74.51371571072319,73.01745635910224,92.36021957180178
79,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.98881584799274,75.16209476309227,75.16209476309227,93.34144409130496
80,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.94867239021215,74.214463840399,74.3142144638404,92.75124096318653
81,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.94314110701526,74.51371571072319,74.46384039900249,92.84624513818655
82,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.47918835187008,75.16209476309227,75.16209476309227,92.9479991545798
83,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.66096923039305,74.66334164588528,73.76558603491273,92.65850330068984
84,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.77906279063667,74.66334164588528,74.2643391521197,92.64500686071271
85,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.18681260713568,75.76059850374065,75.56109725685786,92.83517643360015
86,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.96283962808585,75.06234413965088,74.81296758104739,92.85620611344339
87,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.49409156091835,74.3640897755611,74.3640897755611,92.79872766889119
88,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.57196702725304,73.51620947630923,73.16708229426435,92.35922534314724
89,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.99067320086246,74.51371571072319,74.11471321695761,93.05746311304767
90,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.04180521479819,74.3640897755611,74.96259351620948,93.21387343866202
91,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.12183940133792,75.01246882793018,75.16209476309227,93.07803371639451
92,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.98575824160366,74.3640897755611,73.61596009975062,93.0130844435949
93,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.58652837699887,74.51371571072319,74.3640897755611,92.61832525536256
94,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.98374274405823,75.26184538653366,74.76309226932668,93.29857437639536
95,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.36304110260903,74.81296758104739,74.86284289276807,92.51745343479656
96,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.92046920474793,74.1645885286783,74.11471321695761,92.627566684957
97,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.23570063065203,73.56608478802993,74.4139650872818,93.17838442860393
98,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.79957807255393,74.3142144638404,74.56359102244389,92.41811152310514
99,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.42636954467281,74.713216957606,74.3142144638404,92.53377123101741
